duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
,1,TV Show,Seven and Me,10/15/2017,2017,TV-G,A little girl discovers she’s the modern-day descendant of Snow White when seven dwarfs arrive at her suburban home to serve as her guardian angels.,80183199
158,,Movie,Singapore,10/15/2017,1960,TV-PG,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",80158547
132,,Movie,Story of an Egg,10/15/2017,2017,TV-PG,"When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles.",80206827
111,,Movie,Tamanchey,10/15/2017,2014,TV-MA,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.,80202090
133,,Movie,Teshan,10/15/2017,2016,TV-PG,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.,80203790
143,,Movie,Ujala,10/15/2017,1959,TV-PG,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",80158391
117,,Movie,Veerappan,10/15/2017,2016,TV-14,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,80201822
84,,Movie,Why Knot,10/15/2017,2016,TV-MA,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.",80211540
97,,Movie,A Mighty Team,10/15/2016,2016,TV-14,"When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth.",80123743
77,,Movie,Berserk: The Golden Age Arc I - The Egg of the King,10/15/2016,2012,TV-MA,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",70258995
94,,Movie,Bleach The Movie: Fade to Black,10/15/2016,2008,NR,"When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei.",70208801
94,,Movie,Bleach the Movie: Hell Verse,10/15/2016,2010,NR,"When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.",70260383
91,,Movie,Blind Date,10/15/2016,2015,TV-14,"A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date.",80123744
,1,TV Show,DEATH NOTE,10/15/2016,2006,TV-14,"When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it.",70204970
93,,Movie,Naruto Shippûden the Movie: Bonds,10/15/2016,2008,TV-14,"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",70105699
95,,Movie,Naruto Shippuden: The Movie,10/15/2016,2007,TV-14,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",70124999
,1,TV Show,Power Rangers Dino Super Charge,10/15/2016,2016,TV-Y7,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.,80088507
,1,TV Show,Spotless,10/15/2016,2015,TV-MA,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,80080727
62,,Movie,"Martin Matte: La vie, la mort...eh la la..!",10/14/2019,2019,TV-14,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",80990869
107,,Movie,This Is Not What I Expected,10/14/2017,2017,TV-PG,"Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it.",80187205
80,,Movie,Sky Ladder: The Art of Cai Guo-Qiang,10/14/2016,2016,TV-MA,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",80097472
135,,Movie,Suburra,10/14/2015,2015,NR,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,80075009
,1,TV Show,Russell Peters vs. the World,10/14/2013,2013,NR,"A four-part docu-series that's an exclusive, backstage pass to global comedy superstar Russell Peters' record-breaking ""Notorious"" world tour.",70293417
72,,Movie,Russell Peters: Notorious,10/14/2013,2013,NR,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",70280748
96,,Movie,Street Flow,10/13/2019,2019,TV-MA,"Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.",81034012
,1,TV Show,The Lies Within,10/13/2019,2019,TV-14,"After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",81191500
131,,Movie,Soorma,10/13/2018,2018,TV-14,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,81019031
,1,TV Show,Ajaibnya Cinta,10/13/2017,2015,TV-PG,"Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series ""Spain Uoolss.""",80180544
83,,Movie,Blessed Benefit,10/13/2017,2016,TV-14,"After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",80148070
102,,Movie,Clair Obscur,10/13/2017,2016,TV-MA,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",80155812
52,,Movie,"El Especial de Alex Fernández, el Especial",10/13/2017,2017,TV-MA,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",80183198
110,,Movie,Kingdom of Us,10/13/2017,2017,TV-MA,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,80158844
85,,Movie,The Babysitter,10/13/2017,2017,TV-MA,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",80164456
113,,Movie,The Meyerowitz Stories (New and Selected),10/13/2017,2017,TV-MA,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,80174434
95,,Movie,Mascots,10/13/2016,2016,TV-MA,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",80075476
130,,Movie,Apostle,10/12/2018,2018,TV-MA,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",80158148
,1,TV Show,Black Heart,10/12/2018,2014,TV-14,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",80119451
99,,Movie,Errementari: The Blacksmith and the Devil,10/12/2018,2018,TV-MA,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",80239565
86,,Movie,Feminists: What Were They Thinking?,10/12/2018,2018,TV-MA,"Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",80216844
,1,TV Show,FIGHTWORLD,10/12/2018,2018,TV-MA,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",80187722
106,,Movie,Kuntilanak,10/12/2018,2018,TV-14,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,81021082
57,,Movie,ReMastered: Who Shot the Sheriff,10/12/2018,2018,TV-14,"In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",80191047
,1,TV Show,The Curious Creations of Christine McConnell,10/12/2018,2018,TV-PG,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",80201868
,1,TV Show,The Haunting of Hill House,10/12/2018,2018,TV-MA,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",80189221
97,,Movie,The Kindergarten Teacher,10/12/2018,2018,R,A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,80240972
88,,Movie,Barakah Meets Barakah,10/12/2017,2016,TV-14,A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,80103282
89,,Movie,Bomb Scared,10/12/2017,2017,TV-MA,"In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.",80134526
90,,Movie,Justin Timberlake + the Tennessee Kids,10/12/2016,2016,TV-PG,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",80127559
71,,Movie,Iron Man & Captain America: Heroes United,10/12/2014,2014,PG,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",80005501
104,,Movie,Bygones Be Bygones,10/11/2019,2017,TV-MA,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,81132441
123,,Movie,El Camino: A Breaking Bad Movie,10/11/2019,2019,TV-MA,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",81078819
100,,Movie,Fractured,10/11/2019,2019,TV-MA,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",80223997
99,,Movie,The Bling Lagosians,10/11/2019,2019,TV-14,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.",81191666
151,,Movie,The Forest of Love,10/11/2019,2019,TV-MA,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,81133621
102,,Movie,The Influence,10/11/2019,2019,TV-MA,"Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",81038598
